Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,O_TOV%,ORB%,O_FT/FGA,D_eFG%,DRB%,D_FT/FGA,Year
League Average,27.8,,,25,25,0.0,0.0,0.0,102.2,102.2,,88.9,0.33,0.168,0.511,14.6,30.2,0.24,0.466,69.8,0.24,1999
Los Angeles Lakers*,29.2,67.0,15.0,64,18,8.55,-0.14,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,12.7,30.6,0.241,0.443,73.1,0.222,2000
Portland Trail Blazers*,29.6,59.0,23.0,59,23,6.4,-0.04,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,14.5,30.3,0.24,0.461,72.4,0.217,2000
San Antonio Spurs*,30.9,53.0,29.0,58,24,5.94,-0.02,5.92,105.0,98.6,6.4,90.8,0.346,0.138,0.535,14.3,27.8,0.258,0.451,73.0,0.188,2000
Phoenix Suns*,28.6,53.0,29.0,56,26,5.22,0.02,5.24,104.6,99.0,5.6,94.0,0.286,0.184,0.532,15.2,29.3,0.217,0.454,70.5,0.245,2000
Utah Jazz*,31.5,55.0,27.0,54,28,4.46,0.05,4.52,107.3,102.3,5.0,89.6,0.337,0.134,0.54,14.3,29.5,0.26,0.477,73.2,0.256,2000
Indiana Pacers*,30.4,56.0,26.0,54,28,4.6,-0.45,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,13.3,24.9,0.245,0.469,71.5,0.197,2000
Miami Heat*,29.2,52.0,30.0,50,32,3.11,-0.36,2.75,104.5,101.0,3.5,89.7,0.283,0.186,0.533,14.5,28.2,0.208,0.453,72.9,0.229,2000
Sacramento Kings*,27.5,44.0,38.0,49,33,2.91,0.12,3.04,105.0,102.1,2.9,99.3,0.277,0.227,0.526,13.9,27.7,0.209,0.479,69.7,0.198,2000
Charlotte Hornets*,28.7,49.0,33.0,49,33,2.67,-0.34,2.33,104.3,101.4,2.9,93.9,0.376,0.153,0.53,13.7,25.7,0.285,0.478,73.2,0.198,2000
Minnesota Timberwolves*,26.6,50.0,32.0,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,12.9,29.4,0.2,0.474,73.0,0.25,2000
New York Knicks*,29.5,50.0,32.0,46,36,1.46,-0.16,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,14.4,24.7,0.221,0.455,73.1,0.251,2000
Detroit Pistons*,28.3,42.0,40.0,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,14.3,26.8,0.295,0.499,71.6,0.249,2000
Philadelphia 76ers*,27.1,49.0,33.0,45,37,1.34,-0.32,1.02,101.5,100.0,1.5,92.7,0.329,0.095,0.501,14.2,31.4,0.233,0.466,69.9,0.229,2000
Seattle SuperSonics*,28.5,45.0,37.0,44,38,0.95,0.22,1.17,105.6,104.6,1.0,93.4,0.282,0.232,0.52,12.9,28.5,0.196,0.483,69.6,0.193,2000
Orlando Magic,26.3,41.0,41.0,43,39,0.68,-0.26,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,15.4,31.6,0.224,0.476,69.9,0.226,2000
Milwaukee Bucks*,28.2,42.0,40.0,42,40,0.22,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,13.8,30.0,0.228,0.496,69.6,0.254,2000
Toronto Raptors*,29.3,45.0,37.0,41,41,-0.16,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,12.7,30.1,0.23,0.48,71.8,0.247,2000
Dallas Mavericks,26.3,40.0,42.0,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,12.6,25.5,0.2,0.488,66.1,0.21,2000
Boston Celtics,25.4,35.0,47.0,39,43,-0.76,-0.24,-1.0,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,13.8,30.4,0.236,0.498,73.8,0.306,2000
Houston Rockets,26.3,34.0,48.0,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,15.8,29.1,0.236,0.481,71.6,0.201,2000
New Jersey Nets,27.3,31.0,51.0,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,12.6,28.1,0.233,0.491,67.2,0.223,2000
Denver Nuggets,25.9,35.0,47.0,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,14.0,29.2,0.222,0.479,71.6,0.235,2000
Washington Wizards,28.0,29.0,53.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,0.315,0.133,0.521,14.8,30.6,0.234,0.489,71.7,0.273,2000
Cleveland Cavaliers,27.2,32.0,50.0,31,51,-3.5,-0.14,-3.64,100.4,104.0,-3.6,95.7,0.327,0.136,0.516,15.6,28.1,0.245,0.474,71.2,0.275,2000
Atlanta Hawks,27.6,28.0,54.0,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,0.292,0.12,0.503,14.1,31.7,0.217,0.481,71.0,0.196,2000
Vancouver Grizzlies,25.3,22.0,60.0,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91.0,0.32,0.139,0.524,15.8,30.1,0.247,0.502,70.6,0.231,2000
Golden State Warriors,26.9,19.0,63.0,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,13.9,32.6,0.21,0.499,69.1,0.259,2000
Chicago Bulls,26.0,17.0,65.0,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.338,0.167,0.49,18.0,29.9,0.24,0.484,69.9,0.24,2000
Los Angeles Clippers,24.2,15.0,67.0,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,14.9,26.1,0.202,0.507,69.6,0.22,2000
League Average,27.8,,,41,41,0.0,0.0,0.0,104.1,104.1,,93.1,0.308,0.167,0.523,14.2,28.9,0.231,0.478,71.1,0.231,2000
San Antonio Spurs*,29.5,58.0,24.0,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,13.6,27.1,0.267,0.444,73.7,0.182,2001
Sacramento Kings*,27.1,55.0,27.0,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,13.4,27.2,0.23,0.46,70.7,0.181,2001
Utah Jazz*,32.0,53.0,29.0,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,15.1,30.2,0.273,0.473,73.2,0.301,2001
Philadelphia 76ers*,28.2,56.0,26.0,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,14.7,31.2,0.262,0.46,72.5,0.186,2001
Portland Trail Blazers*,30.1,50.0,32.0,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,14.8,30.0,0.225,0.47,72.4,0.223,2001
Dallas Mavericks*,26.6,53.0,29.0,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,13.1,24.1,0.231,0.467,70.7,0.244,2001
Milwaukee Bucks*,28.2,52.0,30.0,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,12.8,28.1,0.217,0.473,71.1,0.253,2001
Los Angeles Lakers*,29.2,56.0,26.0,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,13.3,31.1,0.238,0.468,72.5,0.234,2001
New York Knicks*,29.8,48.0,34.0,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,14.6,24.2,0.222,0.453,74.3,0.24,2001
Miami Heat*,30.9,50.0,32.0,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,13.7,24.3,0.227,0.46,72.7,0.214,2001
Toronto Raptors*,29.9,47.0,35.0,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.285,0.167,0.51,12.1,30.8,0.213,0.476,73.2,0.212,2001
Houston Rockets,26.7,45.0,37.0,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.538,14.0,27.5,0.244,0.475,71.9,0.206,2001
Charlotte Hornets*,28.2,46.0,36.0,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,13.7,29.8,0.246,0.456,74.5,0.222,2001
Phoenix Suns*,28.6,51.0,31.0,48,34,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.292,0.156,0.506,14.1,27.3,0.221,0.46,73.7,0.252,2001
Minnesota Timberwolves*,27.4,47.0,35.0,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,13.0,28.6,0.199,0.478,71.9,0.238,2001
Orlando Magic*,26.0,43.0,39.0,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,13.8,29.1,0.215,0.464,69.8,0.29,2001
Seattle SuperSonics,27.9,44.0,38.0,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.299,0.176,0.53,14.3,29.1,0.219,0.488,69.8,0.199,2001
Indiana Pacers*,27.7,41.0,41.0,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.312,0.18,0.519,14.5,27.0,0.239,0.452,71.4,0.235,2001
Detroit Pistons,27.1,32.0,50.0,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.325,0.162,0.498,14.2,29.3,0.234,0.466,72.2,0.233,2001
Boston Celtics,25.9,36.0,46.0,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,14.7,25.3,0.25,0.493,72.7,0.256,2001
Denver Nuggets,27.9,40.0,42.0,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,12.8,28.3,0.211,0.476,71.8,0.223,2001
Los Angeles Clippers,24.3,31.0,51.0,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,14.9,28.3,0.221,0.466,71.1,0.217,2001
Cleveland Cavaliers,26.9,30.0,52.0,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,15.4,29.7,0.239,0.477,71.1,0.248,2001
New Jersey Nets,27.5,26.0,56.0,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.328,0.165,0.504,13.9,25.7,0.249,0.488,70.0,0.258,2001
Atlanta Hawks,26.1,25.0,57.0,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,15.5,28.9,0.206,0.472,70.8,0.249,2001
Vancouver Grizzlies,26.2,23.0,59.0,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,14.9,26.1,0.223,0.491,69.8,0.194,2001
Washington Wizards,27.0,19.0,63.0,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,15.7,29.7,0.264,0.503,71.8,0.236,2001
Golden State Warriors,26.6,17.0,65.0,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,13.9,33.3,0.199,0.504,69.7,0.227,2001
Chicago Bulls,23.2,15.0,67.0,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,15.1,26.6,0.22,0.499,70.3,0.254,2001
League Average,27.8,,,41,41,0.0,0.0,0.0,103.0,103.0,,91.3,0.309,0.17,0.518,14.1,28.2,0.231,0.473,71.8,0.231,2001
Sacramento Kings*,27.0,61.0,21.0,61,21,7.61,0.0,7.61,109.0,101.1,7.9,95.6,0.308,0.166,0.539,12.4,27.9,0.231,0.467,71.7,0.185,2002
Los Angeles Lakers*,27.9,58.0,24.0,60,22,7.12,0.03,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,11.8,28.8,0.218,0.453,72.0,0.233,2002
San Antonio Spurs*,28.5,58.0,24.0,59,23,6.21,0.07,6.28,106.5,99.7,6.8,90.0,0.353,0.19,0.539,13.8,27.2,0.262,0.453,71.9,0.189,2002
New Jersey Nets*,26.1,52.0,30.0,53,29,4.16,-0.49,3.67,104.0,99.5,4.5,91.8,0.28,0.175,0.515,13.4,29.2,0.206,0.459,71.6,0.213,2002
Dallas Mavericks*,27.6,57.0,25.0,53,29,4.26,0.16,4.41,112.2,107.7,4.5,92.8,0.288,0.237,0.553,11.3,26.1,0.232,0.485,70.7,0.239,2002
Minnesota Timberwolves*,26.7,50.0,32.0,51,31,3.38,0.2,3.58,109.0,105.3,3.7,90.5,0.255,0.152,0.532,12.5,31.3,0.203,0.482,73.7,0.218,2002
Portland Trail Blazers*,29.0,49.0,33.0,50,32,2.99,0.22,3.21,107.4,104.0,3.4,89.3,0.285,0.198,0.528,13.5,31.8,0.218,0.489,73.3,0.202,2002
Seattle SuperSonics*,26.9,45.0,37.0,50,32,3.02,0.22,3.24,108.9,105.6,3.3,89.0,0.25,0.193,0.54,13.2,29.4,0.189,0.485,68.1,0.206,2002
Boston Celtics*,26.2,49.0,33.0,48,34,2.21,-0.46,1.75,103.4,101.0,2.4,92.5,0.291,0.289,0.52,12.8,24.1,0.223,0.464,72.9,0.245,2002
Detroit Pistons*,29.5,50.0,32.0,48,34,2.13,-0.45,1.69,104.8,102.4,2.4,90.0,0.31,0.24,0.54,14.3,24.4,0.235,0.474,70.5,0.206,2002
Philadelphia 76ers*,29.0,43.0,39.0,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,14.6,31.7,0.255,0.46,72.1,0.208,2002
Orlando Magic*,28.0,44.0,38.0,46,36,1.57,-0.32,1.25,107.0,105.3,1.7,93.2,0.278,0.241,0.533,12.6,26.3,0.21,0.486,69.2,0.215,2002
Utah Jazz*,29.9,44.0,38.0,44,38,0.89,0.32,1.21,105.6,104.6,1.0,90.3,0.381,0.132,0.529,15.4,33.5,0.291,0.484,71.7,0.286,2002
Charlotte Hornets*,28.3,44.0,38.0,44,38,0.96,-0.4,0.57,104.3,103.3,1.0,89.7,0.32,0.151,0.513,13.3,30.6,0.238,0.465,72.2,0.226,2002
Indiana Pacers*,26.1,42.0,40.0,42,40,0.27,-0.34,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,14.2,27.0,0.253,0.469,71.0,0.227,2002
Milwaukee Bucks,28.9,41.0,41.0,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,13.6,25.6,0.201,0.477,70.9,0.217,2002
Los Angeles Clippers,24.4,39.0,43.0,40,42,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,0.304,0.172,0.519,13.8,31.3,0.225,0.477,69.9,0.194,2002
Toronto Raptors*,29.3,42.0,40.0,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,13.6,31.4,0.189,0.471,70.1,0.237,2002
Phoenix Suns,26.5,36.0,46.0,39,43,-0.68,0.39,-0.3,103.3,104.0,-0.7,91.4,0.235,0.158,0.51,13.6,30.1,0.18,0.476,70.2,0.227,2002
Washington Wizards,27.5,37.0,45.0,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,12.5,30.7,0.214,0.484,71.4,0.214,2002
Miami Heat,30.1,36.0,46.0,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,14.6,26.6,0.194,0.455,74.0,0.249,2002
Cleveland Cavaliers,26.0,29.0,53.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,13.8,28.9,0.232,0.493,72.8,0.226,2002
New York Knicks,30.3,30.0,52.0,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,14.0,25.6,0.216,0.479,71.9,0.236,2002
Atlanta Hawks,25.7,33.0,49.0,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,14.6,27.5,0.225,0.495,70.9,0.218,2002
Houston Rockets,25.9,28.0,54.0,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,13.4,29.0,0.211,0.491,69.8,0.178,2002
Golden State Warriors,24.8,21.0,61.0,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,14.7,35.3,0.242,0.488,69.4,0.232,2002
Denver Nuggets,28.2,27.0,55.0,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,13.6,30.6,0.19,0.492,69.9,0.245,2002
Memphis Grizzlies,25.5,23.0,59.0,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,15.4,27.8,0.204,0.486,68.0,0.197,2002
Chicago Bulls,25.5,21.0,61.0,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,14.6,26.6,0.218,0.497,71.4,0.239,2002
League Average,27.4,,,41,41,0.0,0.0,0.0,104.5,104.5,,90.7,0.293,0.181,0.52,13.6,28.9,0.221,0.477,71.1,0.221,2002
Dallas Mavericks*,28.1,60.0,22.0,62,20,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,10.9,25.4,0.213,0.473,70.9,0.221,2003
Sacramento Kings*,28.3,59.0,23.0,59,23,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,13.3,25.6,0.196,0.446,70.6,0.204,2003
San Antonio Spurs*,28.4,60.0,22.0,57,25,5.41,0.23,5.65,105.6,99.7,5.9,90.0,0.348,0.202,0.541,15.1,28.8,0.253,0.453,71.3,0.199,2003
New Jersey Nets*,27.3,49.0,33.0,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,13.8,28.7,0.252,0.46,73.1,0.225,2003
Detroit Pistons*,29.0,50.0,32.0,52,30,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,13.3,25.9,0.248,0.461,74.0,0.225,2003
Indiana Pacers*,25.9,48.0,34.0,51,31,3.49,-0.7,2.79,104.6,100.8,3.8,91.6,0.344,0.169,0.522,13.7,29.0,0.263,0.458,72.3,0.228,2003
Portland Trail Blazers*,29.2,50.0,32.0,49,33,2.61,0.36,2.97,105.5,102.6,2.9,89.4,0.3,0.177,0.531,14.5,30.2,0.223,0.483,72.3,0.194,2003
Utah Jazz*,30.9,47.0,35.0,48,34,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,16.0,32.5,0.283,0.468,70.2,0.256,2003
Los Angeles Lakers*,28.1,50.0,32.0,48,34,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.199,0.528,13.3,30.2,0.228,0.477,72.7,0.241,2003
Philadelphia 76ers*,28.3,48.0,34.0,48,34,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.339,0.119,0.52,13.7,30.3,0.263,0.488,72.7,0.243,2003
Minnesota Timberwolves*,28.2,51.0,31.0,47,35,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,12.9,28.2,0.206,0.472,72.9,0.203,2003
New Orleans Hornets*,29.1,47.0,35.0,47,35,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,13.9,31.7,0.219,0.464,73.1,0.226,2003
Houston Rockets,25.9,43.0,39.0,46,36,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,14.8,30.3,0.243,0.462,72.4,0.209,2003
Phoenix Suns*,25.2,44.0,38.0,44,38,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,13.7,29.7,0.211,0.47,70.3,0.222,2003
Orlando Magic*,26.9,42.0,40.0,41,41,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,13.3,27.0,0.239,0.486,71.1,0.25,2003
Milwaukee Bucks*,29.3,42.0,40.0,42,40,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,12.2,25.6,0.222,0.494,69.9,0.237,2003
Seattle SuperSonics,26.9,40.0,42.0,41,41,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,12.8,28.1,0.201,0.484,71.8,0.21,2003
Boston Celtics*,26.9,44.0,38.0,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,13.4,23.6,0.227,0.471,72.5,0.242,2003
Washington Wizards,28.4,37.0,45.0,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,13.0,27.3,0.253,0.477,71.6,0.212,2003
Golden State Warriors,24.4,38.0,44.0,38,44,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,13.9,35.0,0.267,0.482,67.9,0.22,2003
New York Knicks,30.2,37.0,45.0,37,45,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.241,0.235,0.528,13.4,24.4,0.196,0.485,71.8,0.261,2003
Memphis Grizzlies,24.9,28.0,54.0,32,50,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.287,0.19,0.526,14.2,27.0,0.212,0.491,68.7,0.197,2003
Atlanta Hawks,27.2,35.0,47.0,31,51,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.313,0.177,0.527,15.7,27.9,0.248,0.469,70.4,0.222,2003
Los Angeles Clippers,25.3,27.0,55.0,29,53,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,14.8,29.1,0.252,0.481,70.2,0.222,2003
Chicago Bulls,25.2,30.0,52.0,27,55,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.148,0.512,15.4,27.7,0.217,0.47,69.5,0.263,2003
Miami Heat,26.5,25.0,57.0,25,57,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.259,0.169,0.483,13.8,26.8,0.198,0.47,73.9,0.257,2003
Toronto Raptors,27.6,24.0,58.0,24,58,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.497,13.6,28.2,0.203,0.489,70.7,0.226,2003
Denver Nuggets,24.1,17.0,65.0,17,65,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.283,0.126,0.469,17.1,31.3,0.198,0.477,73.3,0.29,2003
Cleveland Cavaliers,23.5,17.0,65.0,16,66,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.298,0.133,0.491,16.4,31.0,0.223,0.484,73.2,0.252,2003
League Average,27.2,,,41,41,0.0,0.0,0.0,103.6,103.6,,91.0,0.302,0.182,0.519,14.0,28.5,0.229,0.474,71.5,0.229,2003
San Antonio Spurs*,27.3,57.0,25.0,62,20,7.22,0.29,7.51,102.2,94.1,8.1,89.2,0.322,0.177,0.511,14.1,29.5,0.219,0.433,74.6,0.215,2004
Detroit Pistons*,27.4,54.0,28.0,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,14.7,30.1,0.247,0.441,71.8,0.202,2004
Indiana Pacers*,27.1,61.0,21.0,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,14.1,28.5,0.243,0.459,73.9,0.218,2004
Minnesota Timberwolves*,29.7,58.0,24.0,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89.0,0.265,0.137,0.528,12.4,26.7,0.207,0.444,72.5,0.215,2004
Sacramento Kings*,29.3,55.0,27.0,55,27,5.01,0.4,5.41,110.3,104.9,5.4,92.8,0.305,0.223,0.554,13.0,26.0,0.242,0.483,69.8,0.193,2004
Dallas Mavericks*,27.4,52.0,30.0,53,29,4.44,0.42,4.86,112.1,107.4,4.7,93.2,0.256,0.201,0.536,11.1,31.4,0.204,0.498,71.6,0.214,2004
Los Angeles Lakers*,29.8,56.0,26.0,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,12.8,28.1,0.244,0.471,73.3,0.222,2004
New Jersey Nets*,27.7,47.0,35.0,49,33,2.5,-0.63,1.88,100.8,98.0,2.8,89.4,0.291,0.176,0.515,14.4,25.9,0.219,0.46,73.9,0.221,2004
Memphis Grizzlies*,26.0,50.0,32.0,48,34,2.44,0.52,2.95,104.8,102.2,2.6,91.4,0.322,0.197,0.522,13.9,29.5,0.234,0.465,68.4,0.251,2004
Houston Rockets*,28.3,45.0,37.0,47,35,1.73,0.55,2.28,100.9,99.0,1.9,87.8,0.286,0.227,0.528,16.4,26.5,0.221,0.447,74.5,0.233,2004
Denver Nuggets*,25.6,43.0,39.0,44,38,1.07,0.58,1.65,103.9,102.7,1.2,93.3,0.319,0.146,0.517,14.2,30.5,0.245,0.481,69.3,0.221,2004
Milwaukee Bucks*,26.5,41.0,41.0,44,38,1.06,-0.64,0.42,106.5,105.4,1.1,91.6,0.33,0.172,0.528,12.7,27.6,0.255,0.485,71.8,0.213,2004
Miami Heat*,26.4,42.0,40.0,43,39,0.52,-0.65,-0.13,102.2,101.7,0.5,88.0,0.298,0.211,0.51,13.5,27.4,0.227,0.463,73.4,0.26,2004
New Orleans Hornets*,30.3,41.0,41.0,41,41,-0.1,-0.62,-0.72,102.3,102.4,-0.1,89.1,0.293,0.252,0.505,14.1,30.6,0.22,0.476,71.3,0.218,2004
Seattle SuperSonics,26.0,37.0,45.0,39,43,-0.63,0.66,0.02,107.3,108.0,-0.7,89.9,0.27,0.294,0.54,13.9,27.2,0.207,0.487,68.5,0.237,2004
Golden State Warriors,28.1,37.0,45.0,39,43,-0.73,0.66,-0.07,103.0,103.8,-0.8,89.8,0.311,0.197,0.517,14.1,28.4,0.226,0.476,72.1,0.211,2004
Portland Trail Blazers,27.6,41.0,41.0,37,45,-1.27,0.69,-0.58,103.7,105.1,-1.4,86.2,0.267,0.17,0.515,14.4,31.2,0.195,0.482,70.0,0.186,2004
Utah Jazz,24.9,42.0,40.0,37,45,-1.22,0.69,-0.53,101.9,103.3,-1.4,86.6,0.356,0.127,0.509,16.1,34.1,0.266,0.468,72.4,0.319,2004
Boston Celtics*,26.4,36.0,46.0,37,45,-1.45,-0.54,-1.99,102.1,103.7,-1.6,93.2,0.327,0.249,0.532,15.4,25.2,0.245,0.479,69.5,0.24,2004
New York Knicks*,29.6,39.0,43.0,36,46,-1.48,-0.49,-1.97,101.7,103.3,-1.6,89.5,0.266,0.171,0.518,15.1,28.0,0.211,0.461,72.8,0.259,2004
Philadelphia 76ers,27.5,33.0,49.0,33,49,-2.49,-0.46,-2.95,99.1,101.9,-2.8,88.0,0.321,0.158,0.505,15.5,28.2,0.242,0.467,70.7,0.231,2004
Cleveland Cavaliers,24.9,35.0,47.0,33,49,-2.62,-0.44,-3.07,101.4,104.2,-2.8,90.8,0.301,0.116,0.498,13.7,31.1,0.226,0.469,73.0,0.221,2004
Toronto Raptors,27.6,33.0,49.0,31,51,-3.01,-0.4,-3.42,97.0,100.4,-3.4,86.8,0.26,0.204,0.495,14.1,23.8,0.195,0.449,70.1,0.241,2004
Phoenix Suns,24.4,29.0,53.0,30,52,-3.74,0.8,-2.94,101.4,105.5,-4.1,92.6,0.28,0.18,0.515,14.3,26.6,0.209,0.482,69.9,0.24,2004
Los Angeles Clippers,24.3,28.0,54.0,28,54,-4.59,0.84,-3.74,103.5,108.5,-5.0,91.0,0.35,0.156,0.512,15.0,32.8,0.275,0.494,70.0,0.231,2004
Atlanta Hawks,26.2,28.0,54.0,28,54,-4.65,-0.36,-5.0,101.0,106.1,-5.1,90.8,0.303,0.191,0.514,15.4,28.6,0.235,0.476,70.5,0.234,2004
